intersection_cluster,lat,lon,distance_group,accident_count
1664,45.4044997,-75.7019165,100–150m,0
1665,45.4474728,-75.5943315,150–200m,0
1666,45.44719669999999,-75.5943513,150–200m,0
1668,45.44749039999999,-75.594012,150–200m,0
1686,45.4621682,-75.5264871,150–200m,0
1687,45.4621002,-75.5261725,150–200m,0
1689,45.4209395,-75.6931956,100–150m,0
1690,45.42120989999999,-75.6926612,100–150m,0
1691,45.420955499999984,-75.6927837,100–150m,0
1692,45.42118349999999,-75.6931462,100–150m,0
1693,45.422621499999984,-75.6943997,50–100m,0
1694,45.4220788,-75.6939095,50–100m,0
1695,45.4218246,-75.69398420000002,50–100m,0
1696,45.4218672,-75.6935191,50–100m,0
1712,45.41904934999999,-75.67708245,150–200m,0
1721,45.26847019999999,-75.7346421,50–100m,0
1735,45.49660644999999,-75.479357,50–100m,0
1742,45.41861969999999,-75.7069701,50–100m,0
1743,45.4378691,-75.60300340000002,100–150m,0
1746,45.42370706666666,-75.68645363333333,50–100m,0
1747,45.42340519999998,-75.6873108,50–100m,0
1749,45.4231709,-75.6878239,50–100m,0
1750,45.4231083,-75.6873163,50–100m,0
1751,45.42364429999999,-75.68681910000001,50–100m,0
1770,45.4512421,-75.5847428,150–200m,0
1789,45.41759599999999,-75.6784109,150–200m,0
1792,45.4511762,-75.5843547,150–200m,0
1795,45.41548659999998,-75.70646984999999,100–150m,0
