intersection_cluster,geometry,lat,lon,nearest_node
129,POINT (-75.8073792 45.352724299999984),45.352724299999984,-75.8073792,899961624
130,POINT (-75.79123635 45.361838199999994),45.361838199999994,-75.79123635,899961841
133,POINT (-75.7724777 45.373307399999995),45.373307399999995,-75.7724777,899964026
134,POINT (-75.7540388 45.36947979999999),45.36947979999999,-75.7540388,899964435
139,POINT (-75.7615731 45.340748699999985),45.340748699999985,-75.7615731,899970826
145,POINT (-75.7727577 45.36912084999999),45.36912084999999,-75.7727577,899964096
146,POINT (-75.7911009 45.3518072),45.3518072,-75.7911009,899983229
147,POINT (-75.7534906 45.3684768),45.3684768,-75.7534906,899985157
149,POINT (-75.7872084 45.34812429999999),45.34812429999999,-75.7872084,899970292
150,POINT (-75.87480055 45.300565549999995),45.300565549999995,-75.87480055,899989259
163,POINT (-75.7432079 45.382199499999984),45.382199499999984,-75.7432079,900984958
164,POINT (-75.7374391 45.3800208),45.3800208,-75.7374391,900985189
166,POINT (-75.7333462 45.38758429999999),45.38758429999999,-75.7333462,900990844
167,POINT (-75.73332100000002 45.37865419999999),45.37865419999999,-75.73332100000002,900987565
168,POINT (-75.7384408 45.381625799999995),45.381625799999995,-75.7384408,900987992
171,POINT (-75.7493231 45.37779789999998),45.37779789999998,-75.7493231,900989078
172,POINT (-75.74317 45.38145899999999),45.38145899999999,-75.74317,900989958
173,POINT (-75.7264921 45.38915360000001),45.38915360000001,-75.7264921,900993609
178,POINT (-75.7531866 45.39112449999999),45.39112449999999,-75.7531866,901015749
